Edit Customer's Address,Edit Customer's Address
New Order,New Order
Group Name,Group Name
Tax Rate Information,Tax Rate Information
Queue Information,Queue Information
Guest,Guest
Varchar,Varchar
Number of results<br/>(For last time placed),Number of results<br/>(For last time placed)
Add New Customer Group,Add New Customer Group
Product attribute was successfully deleted,Product attribute was successfully deleted
Unable to find answer to delete.,Unable to find answer to delete.
Unable to find a tag to delete,Unable to find a tag to delete
Meta Data,Meta Data
Save User,Save User
Template Type,Template Type
"Invalid %s ""%s"" in the Row #%s","Invalid %s ""%s"" in the Row #%s"
Reset,Reset
Hits,Hits
Page was successfully deleted,Page was successfully deleted
Page Title,Page Title
User with the same User Name or Email aleady exists,User with the same User Name or Email aleady exists
Customers Tagged '%s',Customers Tagged '%s'
Region/State,Region/State
Values Required,Values Required
This order no longer exists,This order no longer exists
Account status,Account status
Product Tags,Product Tags
Item Status,Item Status
Interface Language,Interface Language
Cancelled,Cancelled
Position,Position
Items Ordered,Items Ordered
Rating was successfully saved,Rating was successfully saved
New Product,New Product
Purchase On,Purchase On
Fiterable (with results),Fiterable (with results)
Password,Password
Shipped to First Name,Shipped to First Name
Catalog Input Type for Store Owner,Catalog Input Type for Store Owner
Decimal Number,Decimal Number
Wishlist,Wishlist
Create New Invoice,Create New Invoice
Credit Memo was saved succesfully,Credit Memo was saved succesfully
Tax Rates,Tax Rates
Submit Credit Memo,Submit Credit Memo
Unable to find a page to delete,Unable to find a page to delete
Purchased from (store),Purchased from (store)
Added From,Added From
Payment Method,Payment Method
Poll was successfully saved,Poll was successfully saved
New Rating,New Rating
Delete Tier,Delete Tier
Telephone,Telephone
New Page,New Page
Error Text,Error Text
Edit Rule '%s',Edit Rule '%s'
Page Information,Page Information
Delete Page,Delete Page
There are no items in customer's wishlist at the moment,There are no items in customer's wishlist at the moment
This attribute no longer exists,This attribute no longer exists
CMS Pages,CMS Pages
Attribute set was successfully removed.,Attribute set was successfully removed.
You successfully logged out.,You successfully logged out.
Total Tags,Total Tags
Visibility,Visibility
Edit Template,Edit Template
Frontend Properties,Frontend Properties
Pending,Pending
Error while deleting a group. Please try again later.,Error while deleting a group. Please try again later.
Use website,Use website
No problems found,No problems found
Edit Store '%s',Edit Store '%s'
Delete Customer Group,Delete Customer Group
CMS Blocks,CMS Blocks
Popular Tags,Popular Tags
Edit Page,Edit Page
Edit Tax Rate,Edit Tax Rate
Set Name,Set Name
Tax class,Tax class
Add New Rule,Add New Rule
Uses per customer,Uses per customer
HTTPS (SSL),HTTPS (SSL)
Template Content,Template Content
Order was not cancelled,Order was not cancelled
Invoice #%s,Invoice #%s
Comparable on Front-end,Comparable on Front-end
Save Template,Save Template
Newsletter Subscription,Newsletter Subscription
Delete User,Delete User
"Invalid Shipping Price ""%s"" in the Row #%s","Invalid Shipping Price ""%s"" in the Row #%s"
Customers Tags,Customers Tags
Image,Image
Subscribers From,Subscribers From
Account Information,Account Information
Order status was successfully changed,Order status was successfully changed
New Set Name,New Set Name
Create Order,Create Order
Invoice was not saved,Invoice was not saved
Invoice was updated succesfully,Invoice was updated succesfully
Invoice #,Invoice #
Static,Static
Date Updated,Date Updated
Tag use,Tag use
Order was successfully cancelled,Order was successfully cancelled
Message,Message
Subject,Subject
Save Customer Group,Save Customer Group
This page no longer exists,This page no longer exists
Search was successfully saved,Search was successfully saved
Rating information,Rating information
Answer Title,Answer Title
Order #%s (%s),Order #%s (%s)
No,No
Edit Invoice #,Edit Invoice #
Edit Attribute Set '{$this->_getSetData()->getAttributeSetName()}',Edit Attribute Set '{$this->_getSetData()->getAttributeSetName()}'
All Products,All Products
Export CSV,Export CSV
Save And Resume,Save And Resume
View Newsletter,View Newsletter
To Date,To Date
Matching Products,Matching Products
The page you are trying to save no longer exists,The page you are trying to save no longer exists
Save Class,Save Class
Edit %s Tax Class,Edit %s Tax Class
User description,User description
Config,Config
Order Total,Order Total
Store,Store
"Please, select Customer Tax Class","Please, select Customer Tax Class"
Error while saving this set. Set with the same name already exists.,Error while saving this set. Set with the same name already exists.
Add New Role,Add New Role
Discount,Discount
Unsubscribe Selected,Unsubscribe Selected
